"","official_perl_cert_for_me","official_perl_cert_for_others","perl_cert_comments"
"675",3,3,""
"676",4,5,""
"677",5,5,""
"678",2,1,"It seems as though standards in the Perl community about Perl code has changed more over the years than for most languages, and will likely continue to do so. Any certification should probably take this account."
"679",NA,NA,""
"680",NA,NA,""
"681",5,5,""
"682",NA,NA,""
"683",4,6,""
"684",5,6,""
"685",1,1,""
"686",NA,NA,""
"687",NA,NA,""
"688",6,6,"I would like to take one"
"689",1,1,""
"690",NA,NA,""
"691",2,5,""
"692",5,5,""
"693",6,6,""
"694",NA,NA,""
"695",NA,NA,""
"696",3,3,"What would you measure with Perl certification: syntax, libraries, the system tools it can be glued to, various approaches to handling objects, functional programming, writing extensions? Also, many working Perl developers are self-taught. Convincing them to accept the merit of certification would be difficult."
"697",5,5,"Should focus on Perl skills (TIMTOWTDI) rather than programming skills"
"698",1,1,""
"699",6,6,""
"700",2,1,"Because they've done so much for other languages (see: MVP)?"
"701",1,1,"two levels: 'brain fuck' and 'have heard about'"
"702",4,4,"not necessary "
"703",2,2,"I immediately disqualify anyone brandishing certifications as proof of *anything* other than gullibility as people that I do not want to work with."
"704",2,2,"I generally think certifications are pretty useless; in my experience the only people who cared about or got certs were the people who were sufficiently weak programmers that a cert with a fancy name was their only real advantage."
"705",2,2,"Certification is an outmoded concept. CPAN shows off Perl programmer capability more realistically than anything else."
"706",7,6,""
"707",1,1,""
"708",3,3,"That would be incredibly difficult.  The Perl community moves so fast and in so many different directions that defining a certification that meant something to a wide range of developers and companies that hire developers would be daunting."
"709",3,4,""
"710",NA,NA,""
"711",NA,NA,""
"712",NA,NA,""
"713",1,1,"I find certifications useless."
"714",NA,NA,""
"715",3,5,"It might be useful in the future if I was trying to find a new job and the employer recognized the certification.  However, a small coding test in the interview could serve the same purpose."
"716",3,1,"Interesting idea."
"717",3,4,"There are too many factors to make this an easy yes or no.  On the one hand, a well written curriculum involving more than just perl coding (security, design, researching CPAN, etc) would mean that those certified may in fact be good developers.  I fear that it would just be perl basics and have no reflection on the quality of the work that someone certified would produce.  The learning curve for perl is small to get to useful programming.  Granted, you can go deep and know how everything works, but that would be an unwise tool for those who don't understand fundamentals.  Would you certify that people know to look in CPAN?  That they can use irc or email to ask for help?   I would much rather see people with certification in logic, patterns, OO design, learning skills, reading comprehension, or even imagination before giving out certificates that say someone is passable with perl.  I would be afraid that companies would accept the certification as more than it really means."
"718",4,6,""
"719",NA,NA,""
"720",1,1,"Never thought about that, think i can judge peoples programming skills in person better than by a certificate"
"721",4,5,"Good idea, but who would implement it?"
"722",NA,NA,""
"723",5,5,"I think certification would only be useful for interviewing at shops that are heavy perl users (i.e. web applications).  Moderate Perl users (systems admin) probably wouldn't care that much about certification, as they wouldn't use as much Perl for day-to-day tasks."
"724",2,4,""
"725",4,4,"Local availability, but not in form of ""online"" certification. I prefer ""real"" course and certification. Better do it directly for Perl 6.x not for obsolete Perl 5.x"
"726",1,1,""
"727",4,4,""
"728",5,5,"Interested in idea... but need to see more about it"
"729",1,1,""
"730",2,1,""
"731",NA,NA,""
"732",6,6,""
"733",NA,NA,""
"734",4,6,"I'm hoping to move back into science; if I was interested in staying as a full-time programmer, I would be interested in an official Perl certification."
"735",7,7,""
"736",6,6,"It would be great for the CV, and would help my standards of perl programming."
"737",5,1,""
"738",3,3,""
"739",2,5,""
"740",5,6,"Focus on best practices and maintainable programming could make it useful. Otherwise it would be a waste of time."
"741",1,5,""
"742",3,5,""
"743",4,4,""
"744",3,6,""
"745",6,1,""
"746",NA,NA,""
"747",NA,NA,""
"748",4,4,""
"749",1,1,""
"750",2,4,""
"751",4,6,""
"752",6,NA,""
"753",1,1,""
"754",2,2,""
"755",NA,NA,""
"756",6,6,""
"757",2,2,"I have no certifications and don't believe in them."
"758",3,5,"It would be difficult to ensure a consistent, respectable standard"
"759",6,6,""
"760",NA,NA,""
"761",1,1,""
"762",NA,NA,""
"763",2,2,"Certifications in general has sort of a bad reputation. You still need to make sure a person with a certification actually knows something."
"764",NA,NA,""
"765",5,5,""
"766",2,2,""
"767",NA,NA,""
"768",2,2,"I don't think Perl certification is a good idea or for any programming language, for that matter. A good programmer should be able to learn any programming language quickly, and use it effectively. The only way you can become proficient in a programming language is to use it on a daily basis, not through certification."
"769",NA,NA,""
"770",2,6,""
"771",NA,NA,""
"772",2,2,"Certifications on a resume are an anti-qualification to me.  Says corporate drone."
"773",NA,NA,""
"774",1,1,""
"775",6,5,""
"776",2,2,"Certification says nothing about whether a person can *really* program in a language.  Evidence of past experience shows that much more clearly."
"777",5,6,""
"778",3,6,"Teach people write Perl style code that follow certain standard. Have something like Javascript best practices for Perl."
"779",5,5,""
"780",NA,NA,""
"781",2,1,""
"782",2,2,"To be honest, I disagree with the idea of certification, but some middle management types seem to like it..."
"783",2,2,""
"784",5,4,"none"
"785",2,1,""
"786",3,5,""
"787",5,5,""
"788",6,6,""
"789",3,3,""
"790",NA,NA,""
"791",6,6,""
"792",1,1,""
"793",NA,NA,""
"794",2,3,"Sorry, I don't buy into the idea of organizational certification - peer certification maybe, but unlikely."
"795",5,5,"Certifications are a joke."
"796",1,1,"Meh."
"797",5,5,""
"798",2,2,""
"799",2,2,"Certification is bullshit."
"800",NA,NA,""
"801",NA,NA,""
"802",5,5,""
"803",2,2,""
"804",NA,NA,""
"805",2,2,"no certs.."
"806",6,6,"Not terribly useful unless it's public image among non-Perlers is enhanced. PR issue, really."
"807",NA,NA,""
"808",5,5,"I'm sure I would enjoy and benefit from it, I'm just not sure my employer would care enough to pay for me to get it, or value anybody more because of it."
"809",NA,NA,""
"810",6,6,""
"811",6,6,""
"812",3,3,""
"813",1,1,""
"814",NA,NA,""
"815",1,1,""
"816",3,5,"not interrested"
"817",3,4,""
"818",3,3,""
"819",2,2,""
"820",NA,NA,""
"821",7,7,""
"822",2,3,"Utterly pointless."
"823",NA,NA,""
"824",2,2,""
"825",NA,NA,""
"826",6,6,""
"827",5,5,""
"828",NA,NA,""
"829",5,7,""
"830",6,6,""
"831",3,3,"Perl merit is evaluated by the quality of your code, not by exams. Some are excellent in exams and hardly do useful work"
"832",NA,NA,""
"833",5,6,"Generally speaking, I'm skeptical of the value of such certifications.  In theory, a careful reading of Programming Perl gives one all the necessary information.  That said, many who claim to know Perl (e.g. for the purpose of job interviews) don't actually seem to know that much about it.  If the certification guaranteed understanding of regular expressions, the various bits of Perl ""magic"" (in other words, the ways in which Perl tries to guess what you mean in context), how scope works, references, and other Perl bits that people frequently misunderstand, it may be worthwhile."
"834",4,5,"I've seen too many people touting their own certification w/out any practical knowledge of what they're certified for."
"835",NA,NA,""
"836",3,5,""
"837",NA,NA,""
"838",6,6,""
"839",5,5,"It would help filter out some of the developers who claim they know perl but actually don't"
"840",2,2,"I really just don't like certification in general, it focuses on evaluating all the wrong things."
"841",1,1,"I am not familiar with certification for programming languages. It might be good..."
"842",7,7,"That would be so totally awesome."
"843",NA,NA,""
"844",NA,NA,""
"845",NA,NA,""
"846",2,2,""
"847",3,6,""
"848",6,7,""
"849",2,1,"Language certification in general seems like a waste."
"850",NA,NA,""
"851",4,4,"timtowtdi"
"852",NA,NA,""
"853",NA,NA,""
"854",3,3,"money making tool"
"855",6,6,"make sure there's a way to get the certification without having to travel halfway across the world to get it.  Online or book based training would be great, with online certification testing."
"856",3,6,""
"857",4,5,"Organizations that care about certification and organizations willing to use Perl are almost disjoint sets. Having a cert program as a prestige thing may be good for marketing Perl, but otherwise not very useful."
"858",NA,NA,""
"859",5,6,""
"860",1,1,"I don't think any kind of certification is necessary, nor judges a programmer as decent or incompetent."
"861",1,1,"Interesting[CR]"
"862",3,5,"A certification would be useful if it truly requires understanding of the language and programming in general. I think it should also take the opportunity to stress maintainablity and testing."
"863",5,5,"It might be hard to evaluate skill when TIMTOWTDI"
"864",2,2,""
"865",1,1,""
"866",NA,NA,""
"867",NA,NA,""
"868",7,6,""
"869",NA,NA,""
"870",1,1,"Not sure how useful certifications really are."
"871",3,6,""
"872",3,3,"Certification tends not to prove anything useful.  If I'm hiring, I regard professional certifications like RHCE with some suspicion as they tend to be held by people who aren't actually that competent."
"873",3,6,""
"874",5,6,""
"875",NA,NA,""
"876",1,1,""
"877",3,5,""
"878",NA,NA,""
"879",2,2,""
"880",NA,NA,""
"881",NA,NA,""
"882",1,1,""
"883",1,5,"Most certifications are bullshit, designed to generate revenue for the certifying authorities, rather than to adequately prepare a candidate.[CR][CR]So yeah, don't make a sucky certification system please!"
"884",3,6,""
"885",3,3,""
"886",6,6,""
"887",1,1,""
"888",NA,NA,""
"889",3,4,""
"890",3,3,"and yet another intermediate market"
"891",3,6,"none"
"892",2,2,""
"893",2,2,"We don't need certs, degrees, or anything else in this community, the proof is in the pudding.  Any manager who can't look at my code and tell what he/she needs to know is not someone technical enough to be a desirable boss."
"894",NA,NA,""
"895",6,6,"Look for my company for example... Here our managers say about programmers certification is good to company."
"896",7,7,"It should be maintained by community like Linux Professional Institute (LPI)"
"897",3,3,""
"898",5,5,""
"899",NA,NA,""
"900",1,1,""
"901",2,5,""
"902",NA,NA,""
"903",NA,NA,""
"904",NA,NA,""
"905",NA,NA,""
"906",NA,NA,""
"907",NA,NA,""
"908",3,1,""
"909",4,5,"it's a management/HR thing, not an engineer/developer/sysadmin type thing."
"910",NA,NA,""
"911",1,1,"Meh."
"912",NA,NA,""
"913",2,1,"meh"
"914",NA,NA,""
"915",1,1,""
"916",NA,NA,""
"917",2,1,"Meh."
"918",NA,NA,""
"919",5,5,"A more formal structure for the community, certification, marketing, etc., is needed to convince IT managers that it is a ""professional"" option."
"920",3,4,""
"921",7,7,"They are a BIG requirement to have Perl seen as a serious Programming Language by the Organization Management."
"922",3,6,""
"923",3,6,""
"924",3,5,"I'm pretty neutral on the matter."
"925",NA,NA,""
"926",4,4,""
"927",1,1,""
"928",1,1,""
"929",5,5,"A large subject makes it hard to assess both breadth and depth."
"930",3,5,""
"931",3,3,""
"932",2,1,""
"933",6,6,""
"934",2,2,""
"935",5,5,"TMTOWTDI comes and bites you again :D"
"936",3,1,""
"937",NA,NA,""
"938",1,5,""
"939",3,3,"We hire based on demonstrated skills, not on qualifications. Can't hurt, but for us it probably wouldn't help much."
