"","versions_of_perl_commonly_used_5.4","versions_of_perl_commonly_used_5.0005","versions_of_perl_commonly_used_5.6","versions_of_perl_commonly_used_5.8","versions_of_perl_commonly_used_5.10","versions_of_perl_commonly_used_5.12","version_of_perl_used_most_frequently"
"1572",0,0,0,1,1,0,5
"1573",0,0,0,0,1,0,5
"1574",0,0,0,0,0,0,NA
"1575",0,0,0,0,1,1,6
"1576",0,0,0,1,0,0,4
"1577",0,0,0,1,1,1,5
"1578",0,0,0,1,1,0,5
"1579",0,0,1,0,0,0,3
"1580",0,0,1,0,0,0,3
"1581",0,0,0,0,0,0,NA
"1582",1,0,0,0,0,0,1
"1583",0,0,0,0,0,0,NA
"1584",0,0,0,1,1,0,4
"1585",0,0,0,1,0,0,4
"1586",0,0,0,1,1,0,4
"1587",0,0,0,0,1,0,5
"1588",0,0,0,0,1,0,5
"1589",1,0,0,0,0,0,1
"1590",0,0,0,0,0,0,NA
"1591",0,0,0,1,1,0,4
"1592",0,0,0,1,0,0,4
"1593",0,0,0,1,0,0,4
"1594",0,0,1,1,0,0,4
"1595",0,0,1,1,0,0,3
"1596",0,0,0,0,1,0,5
"1597",0,0,0,1,1,0,4
"1598",0,0,0,1,1,0,4
"1599",0,0,0,1,1,0,4
"1600",0,0,0,1,0,0,4
"1601",0,1,0,0,0,0,2
"1602",0,0,0,0,0,0,NA
"1603",0,0,0,1,1,0,5
"1604",0,0,0,1,0,0,4
"1605",0,0,0,0,0,0,NA
"1606",0,0,1,1,0,0,4
"1607",0,0,0,1,0,0,4
"1608",0,0,0,1,1,0,NA
"1609",0,0,1,1,1,1,5
"1610",0,0,0,1,1,0,5
"1611",0,0,0,1,1,0,5
"1612",0,0,0,1,0,0,4
"1613",0,0,0,0,1,1,5
"1614",0,0,0,1,1,0,5
"1615",0,0,0,1,1,0,4
"1616",0,0,0,1,1,0,5
"1617",0,0,0,0,1,0,5
"1618",1,0,0,0,0,0,1
"1619",0,0,0,1,0,0,4
"1620",0,0,0,1,1,0,5
"1621",0,0,0,0,1,1,6
"1622",0,0,0,0,0,0,NA
"1623",0,0,1,1,0,0,4
"1624",0,0,0,0,0,0,NA
"1625",0,0,0,0,1,1,5
"1626",0,0,0,1,1,0,5
"1627",0,0,0,0,0,1,6
"1628",0,0,0,0,1,1,6
"1629",0,0,1,0,0,0,3
"1630",0,0,0,1,0,0,4
"1631",0,0,0,1,0,0,4
"1632",0,0,0,1,1,0,5
"1633",0,0,0,0,0,1,6
"1634",0,0,0,1,1,0,4
"1635",0,0,0,1,1,0,4
"1636",0,0,0,1,1,0,4
"1637",0,0,0,0,0,0,NA
"1638",0,0,0,0,0,0,NA
"1639",0,0,0,1,0,0,4
"1640",0,0,0,1,1,0,5
"1641",0,0,0,0,1,0,5
"1642",0,0,1,1,0,0,4
"1643",0,0,0,1,1,0,5
"1644",0,0,0,1,1,0,5
"1645",0,0,0,1,0,0,4
"1646",0,0,0,1,1,0,4
"1647",0,0,0,0,1,0,5
"1648",0,0,0,0,0,0,NA
"1649",0,0,0,1,1,0,5
"1650",0,0,0,1,1,1,6
"1651",0,0,0,1,1,0,5
"1652",0,0,0,1,1,0,4
"1653",0,0,0,1,1,0,4
"1654",0,0,0,1,1,1,6
"1655",0,0,0,0,0,0,NA
"1656",0,0,0,1,1,0,4
"1657",0,0,0,1,1,0,4
"1658",0,0,0,0,1,0,5
"1659",0,0,0,0,1,0,5
"1660",0,0,0,0,0,0,NA
"1661",0,0,0,1,1,0,5
"1662",0,0,0,1,1,0,5
"1663",0,0,0,1,1,1,4
"1664",0,0,1,1,1,0,5
"1665",0,0,0,0,1,0,5
"1666",0,0,0,1,1,0,5
"1667",0,0,0,1,1,1,5
"1668",0,0,0,1,0,0,4
"1669",0,0,1,1,0,0,4
"1670",0,0,0,1,1,0,4
"1671",0,0,0,0,1,0,5
"1672",0,0,0,1,0,0,4
"1673",0,0,0,1,1,0,5
"1674",0,0,0,0,1,0,5
"1675",0,0,0,0,0,0,NA
"1676",0,0,0,1,1,0,4
"1677",0,0,0,0,1,0,5
"1678",0,0,0,1,1,0,5
"1679",0,0,0,0,0,0,NA
"1680",0,0,0,0,0,0,NA
"1681",0,0,0,1,0,0,4
"1682",0,0,1,0,1,0,5
"1683",0,0,0,1,0,0,4
"1684",0,0,0,0,0,0,NA
"1685",0,0,0,1,1,0,5
"1686",0,0,0,0,0,0,NA
"1687",0,0,0,0,0,0,NA
"1688",0,0,0,0,0,0,NA
"1689",0,0,0,1,0,0,4
"1690",0,0,0,1,1,0,4
"1691",0,0,0,0,1,0,5
"1692",0,0,0,0,0,0,NA
"1693",0,0,0,0,1,0,5
"1694",0,0,0,0,0,1,6
"1695",0,0,0,0,0,0,NA
"1696",0,0,0,0,0,0,NA
"1697",0,0,0,0,0,0,NA
"1698",0,0,0,0,1,0,5
"1699",0,0,0,1,1,0,4
"1700",0,0,0,0,1,0,5
"1701",0,0,1,1,0,0,5
"1702",0,0,0,0,1,0,5
"1703",0,0,0,0,0,0,NA
"1704",0,0,0,0,1,0,5
"1705",0,0,0,1,1,0,4
"1706",0,0,0,1,1,0,4
"1707",0,0,0,0,0,0,NA
"1708",0,0,1,1,1,0,5
"1709",0,0,0,1,0,1,4
"1710",0,0,1,1,0,0,4
"1711",0,0,0,1,0,0,4
"1712",0,0,0,0,1,0,5
"1713",0,0,0,0,1,0,5
"1714",0,0,0,1,1,0,5
"1715",0,0,0,1,1,0,4
"1716",0,0,0,0,0,0,NA
"1717",0,0,0,1,0,0,4
"1718",0,0,0,0,1,0,5
"1719",0,0,0,1,1,0,4
"1720",0,0,1,0,1,0,5
"1721",0,0,0,0,1,0,5
"1722",0,0,0,0,1,0,5
"1723",0,0,0,0,1,0,5
"1724",0,0,0,1,1,0,5
"1725",0,0,0,1,0,0,4
"1726",1,0,0,0,0,0,1
"1727",0,0,0,0,0,0,NA
"1728",0,0,0,0,0,0,NA
"1729",0,0,0,1,1,0,4
"1730",0,0,0,0,1,1,6
"1731",0,0,0,0,0,0,NA
"1732",0,0,1,1,0,0,4
"1733",0,0,0,1,0,0,4
"1734",0,0,0,1,1,0,5
"1735",0,0,0,0,0,0,NA
"1736",0,0,0,1,1,0,4
"1737",0,0,0,1,0,0,4
"1738",0,0,0,1,0,0,4
"1739",0,0,0,0,0,0,NA
"1740",0,0,0,1,0,0,4
"1741",0,0,0,0,0,0,NA
"1742",0,0,0,1,1,0,5
"1743",0,0,0,0,0,0,NA
"1744",0,0,0,0,0,0,NA
"1745",0,0,0,1,1,0,4
"1746",0,0,0,1,1,0,5
"1747",0,0,0,0,0,0,NA
"1748",0,0,0,0,1,0,5
"1749",0,0,0,1,1,0,4
"1750",0,0,0,0,1,0,5
"1751",1,0,0,0,0,0,1
"1752",0,0,0,1,0,0,4
"1753",0,0,0,0,1,0,5
"1754",0,0,1,0,1,1,6
"1755",0,0,0,0,0,0,NA
"1756",0,0,0,1,1,0,5
"1757",0,0,0,1,1,0,5
"1758",0,0,1,1,1,0,4
"1759",1,0,0,1,1,0,4
"1760",0,1,0,1,1,0,4
"1761",0,0,0,0,0,0,NA
"1762",0,0,0,1,1,1,5
"1763",0,0,0,1,1,1,6
"1764",0,0,0,0,0,0,NA
"1765",0,0,0,0,0,0,NA
"1766",0,0,0,0,1,0,5
"1767",0,0,0,1,0,0,4
"1768",0,0,1,1,1,0,5
"1769",0,0,0,0,0,0,NA
"1770",0,0,0,1,1,0,4
"1771",0,0,0,1,0,0,4
"1772",1,0,0,0,0,0,4
"1773",0,0,1,1,1,0,4
"1774",0,0,0,1,1,1,5
"1775",0,0,0,0,1,0,5
"1776",0,0,0,0,1,1,6
"1777",0,0,0,0,0,0,NA
"1778",0,0,1,1,1,0,4
"1779",0,0,0,1,1,0,5
"1780",0,0,0,0,1,1,5
"1781",0,0,0,1,1,0,5
"1782",0,0,0,0,0,0,NA
"1783",1,0,1,0,0,0,3
"1784",0,0,0,0,1,1,5
"1785",0,0,0,1,1,0,5
"1786",0,0,0,1,1,0,5
"1787",0,0,1,1,1,0,5
"1788",0,0,0,1,0,1,6
"1789",0,0,0,0,1,1,5
"1790",0,0,0,0,1,1,5
"1791",0,0,0,0,1,0,5
"1792",0,0,0,0,1,0,5
"1793",0,0,1,1,0,0,4
"1794",0,0,0,0,1,0,5
"1795",0,0,0,1,0,0,4
"1796",0,0,0,1,1,0,5
"1797",0,0,0,1,0,0,4
"1798",0,0,0,0,0,0,NA
"1799",0,0,0,1,1,0,5
"1800",0,0,0,0,0,0,NA
"1801",0,0,0,1,1,0,5
"1802",0,0,1,1,1,1,5
"1803",0,0,0,1,1,0,5
"1804",0,0,0,0,0,0,4
"1805",0,0,0,1,0,0,4
"1806",0,0,0,1,1,0,5
"1807",0,0,0,0,0,0,NA
"1808",0,0,0,0,0,0,NA
"1809",0,0,0,0,1,0,5
"1810",0,0,0,0,1,0,5
"1811",0,0,0,0,1,0,5
"1812",0,0,0,0,0,0,NA
"1813",0,0,0,0,0,0,NA
"1814",0,0,1,1,0,0,4
"1815",0,0,0,0,0,0,NA
"1816",0,0,0,0,0,1,6
"1817",0,0,0,1,1,0,5
"1818",0,1,0,0,0,0,2
"1819",0,0,1,1,0,0,4
"1820",0,0,0,0,1,1,6
"1821",0,0,0,1,1,0,5
"1822",0,0,0,0,0,0,NA
"1823",0,0,0,0,1,0,5
"1824",0,0,0,1,1,1,5
"1825",0,0,1,1,1,0,5
"1826",0,0,0,0,1,0,5
"1827",0,1,1,1,0,0,4
"1828",0,0,0,1,1,0,4
"1829",0,0,0,0,0,0,NA
"1830",0,0,0,1,1,0,4
"1831",0,0,0,0,0,0,NA
"1832",0,0,0,1,1,0,5
"1833",0,0,0,1,0,0,4
"1834",0,0,0,0,0,0,NA
"1835",0,0,0,0,0,0,NA
"1836",0,0,0,1,0,0,4
"1837",0,0,0,0,0,0,NA
"1838",0,0,0,0,0,0,NA
"1839",0,0,0,1,1,0,5
"1840",0,0,0,1,1,0,5
"1841",0,0,0,1,1,1,4
"1842",0,0,0,1,1,0,5
"1843",0,0,0,1,1,0,5
"1844",0,0,0,0,1,0,5
"1845",0,0,0,1,1,0,5
"1846",0,0,0,0,0,0,NA
"1847",0,0,0,0,1,0,5
"1848",0,0,0,1,1,0,5
"1849",0,0,0,1,1,0,4
"1850",0,0,0,1,0,0,4
"1851",0,0,0,1,1,0,4
"1852",0,0,0,1,1,1,6
"1853",0,0,0,0,1,1,6
"1854",0,0,0,1,1,1,4
"1855",0,0,0,0,0,1,6
"1856",0,0,0,0,0,0,NA
"1857",0,0,0,0,1,0,5
"1858",0,0,0,0,1,1,6
"1859",0,0,0,1,1,0,5
"1860",0,0,0,1,1,0,5
"1861",0,0,1,1,0,0,4
"1862",0,0,0,1,1,0,4
"1863",0,0,1,1,1,0,4
"1864",0,0,0,0,1,0,5
"1865",0,0,0,1,1,0,4
"1866",0,0,0,1,1,0,5
"1867",1,0,0,1,0,0,4
"1868",0,0,0,1,0,1,4
"1869",0,0,0,1,1,0,5
"1870",0,0,0,0,1,0,5
"1871",0,0,0,0,0,0,NA
"1872",0,0,0,1,1,1,5
"1873",0,0,0,0,0,0,NA
"1874",0,0,1,1,1,0,4
"1875",0,0,0,0,1,0,5
"1876",0,0,0,1,1,0,4
"1877",0,0,0,1,1,0,4
"1878",0,0,0,1,1,0,4
"1879",0,0,1,1,1,0,4
"1880",0,0,0,1,0,0,4
"1881",0,0,0,0,0,0,NA
"1882",0,0,0,0,0,0,NA
"1883",0,0,0,1,1,0,5
"1884",0,0,0,1,0,0,4
"1885",0,0,0,1,1,0,4
"1886",0,0,0,1,1,0,5
"1887",0,0,0,0,1,0,5
"1888",0,0,1,1,1,0,5
"1889",0,0,0,1,1,0,5
"1890",0,0,0,0,0,0,NA
"1891",1,0,0,0,0,0,1
"1892",0,0,0,0,1,0,5
"1893",0,0,1,1,0,0,3
"1894",0,0,0,0,1,0,5
"1895",0,0,0,1,1,0,5
"1896",0,0,0,1,1,1,4
"1897",0,0,0,1,1,0,4
"1898",0,0,0,1,1,0,5
"1899",0,0,0,1,1,0,4
"1900",0,0,1,1,1,0,5
"1901",0,0,0,1,1,0,4
"1902",0,0,0,0,1,0,5
"1903",0,0,0,1,1,0,4
"1904",0,0,0,1,1,0,4
"1905",0,0,1,1,0,0,3
"1906",0,0,0,1,0,0,NA
"1907",0,0,0,0,0,0,NA
"1908",0,0,0,1,0,0,4
"1909",0,0,0,0,0,0,NA
"1910",0,0,0,1,0,0,4
"1911",0,0,0,1,0,0,4
"1912",0,0,0,0,1,0,5
"1913",0,0,0,1,1,0,5
"1914",0,0,1,1,1,1,6
"1915",0,0,0,0,0,0,NA
"1916",0,0,0,0,0,0,NA
"1917",0,0,0,0,0,0,NA
"1918",0,0,0,0,0,0,NA
"1919",0,0,0,0,0,0,NA
"1920",0,1,1,1,1,1,6
"1921",0,0,0,0,0,0,NA
"1922",0,0,0,1,1,1,5
"1923",0,0,0,1,0,0,4
"1924",0,0,0,1,1,0,4
"1925",0,1,0,0,0,0,2
"1926",0,0,0,0,0,0,NA
"1927",0,0,0,1,1,0,5
"1928",0,0,0,0,0,0,NA
"1929",0,0,1,1,1,0,5
"1930",0,0,0,1,1,0,5
"1931",0,0,0,0,1,0,5
"1932",1,0,0,0,0,0,1
"1933",0,0,0,0,1,0,5
"1934",0,0,1,1,1,0,4
"1935",0,0,0,0,1,1,5
"1936",0,0,0,1,1,0,4
"1937",0,0,0,1,1,0,5
"1938",0,0,0,0,1,0,5
"1939",0,0,0,1,1,0,5
"1940",0,0,0,0,1,0,5
"1941",0,0,1,1,1,1,4
"1942",0,0,0,1,1,1,6
"1943",0,0,0,0,0,1,6
"1944",0,0,0,1,1,0,4
"1945",0,0,0,0,0,0,NA
"1946",0,0,0,0,1,0,5
"1947",0,0,0,0,0,0,NA
"1948",0,0,0,0,1,0,5
"1949",0,0,0,1,1,0,5
"1950",0,0,0,1,0,0,4
"1951",0,0,0,0,1,0,5
"1952",0,0,0,1,1,0,5
"1953",0,0,0,1,1,0,5
"1954",0,0,0,0,1,0,5
"1955",0,0,0,1,1,0,4
"1956",0,0,0,0,1,1,6
"1957",0,0,0,1,0,0,4
"1958",0,0,0,1,0,0,4
"1959",0,0,0,1,1,0,5
"1960",0,0,0,0,0,0,NA
"1961",0,0,0,0,1,0,5
"1962",0,1,0,1,1,0,5
"1963",0,0,0,0,1,1,5
"1964",0,0,0,0,0,0,NA
"1965",0,0,0,1,1,0,5
"1966",0,0,0,1,1,0,5
"1967",0,0,0,0,1,0,5
"1968",0,0,0,0,0,0,NA
"1969",0,0,0,1,0,0,4
"1970",0,0,0,0,0,0,NA
"1971",0,0,0,0,1,0,5
"1972",0,0,1,1,0,1,4
"1973",0,0,0,0,1,0,5
"1974",0,0,0,0,1,1,5
"1975",0,0,0,0,1,0,5
"1976",0,0,0,0,1,0,5
"1977",0,0,0,0,0,0,4
"1978",0,0,0,1,0,0,4
"1979",0,0,0,1,1,0,4
"1980",0,0,0,0,0,0,NA
"1981",0,0,0,1,1,0,5
"1982",0,0,0,0,1,1,5
"1983",0,0,0,0,1,1,6
"1984",0,0,0,0,0,0,NA
"1985",0,0,1,1,0,0,5
"1986",0,0,0,0,1,1,5
"1987",0,0,0,1,1,0,4
"1988",0,0,0,1,0,0,4
"1989",0,0,0,1,1,0,5
"1990",0,0,0,1,0,0,4
"1991",0,0,0,1,1,0,5
"1992",0,0,0,0,0,0,6
"1993",0,0,0,0,1,1,6
"1994",0,0,0,1,1,0,5
"1995",0,0,0,1,1,0,5
"1996",0,0,0,1,0,0,4
"1997",0,1,0,0,0,0,2
"1998",0,0,0,0,0,0,NA
"1999",0,0,0,0,1,1,6
"2000",0,0,0,0,1,0,5
"2001",0,0,0,1,1,0,5
"2002",0,0,0,0,1,0,5
"2003",0,0,0,1,0,0,5
"2004",0,0,0,0,0,0,NA
"2005",0,0,0,1,1,0,5
"2006",0,0,1,1,1,0,4
"2007",0,0,0,0,1,0,5
"2008",0,0,0,1,1,0,4
"2009",0,0,0,1,1,0,5
"2010",0,0,0,0,1,0,5
"2011",0,0,0,1,0,0,4
"2012",0,0,0,0,1,0,5
"2013",0,0,0,0,0,0,NA
"2014",0,1,0,1,0,0,2
"2015",0,0,0,1,1,0,5
"2016",0,0,0,1,0,0,4
"2017",0,0,0,1,1,0,5
"2018",0,0,0,1,0,0,4
"2019",0,0,0,0,0,1,6
"2020",0,0,0,0,1,1,6
"2021",0,0,0,0,0,0,NA
"2022",0,0,1,1,1,0,3
"2023",0,0,0,1,1,0,4
"2024",0,0,0,1,1,0,5
"2025",0,0,0,1,0,0,4
"2026",0,0,1,1,1,0,5
"2027",0,0,0,0,0,0,NA
"2028",0,0,0,0,0,1,6
"2029",0,0,0,1,1,0,4
"2030",0,0,0,0,0,0,NA
"2031",0,0,1,1,0,0,4
"2032",0,0,0,0,0,0,NA
"2033",0,0,0,1,1,0,5
"2034",0,0,0,1,1,0,5
"2035",0,0,0,0,0,0,NA
"2036",0,0,0,1,1,0,4
"2037",0,0,0,1,1,0,5
"2038",0,0,0,0,0,0,NA
"2039",0,0,0,1,0,0,4
"2040",0,0,0,1,0,0,4
"2041",0,0,0,1,1,0,4
"2042",0,0,0,1,0,0,4
"2043",0,0,0,1,0,0,4
"2044",0,0,1,1,0,0,4
"2045",0,0,0,1,1,0,4
"2046",0,0,0,0,1,0,5
"2047",0,0,0,0,0,0,NA
"2048",0,0,0,0,0,0,NA
"2049",0,0,0,1,0,0,4
"2050",1,0,0,0,0,0,NA
"2051",0,0,0,0,1,0,5
"2052",0,0,0,0,0,0,NA
"2053",0,0,0,1,1,0,5
"2054",0,0,0,0,1,0,5
"2055",0,0,0,1,0,0,4
"2056",0,0,0,1,1,0,4
"2057",0,0,0,1,0,0,4
"2058",0,0,0,1,0,0,4
"2059",0,0,0,0,1,0,5
"2060",0,0,0,0,1,0,5
"2061",0,0,0,0,0,0,NA
"2062",0,0,0,1,1,1,5
"2063",0,0,0,0,0,0,NA
"2064",0,0,0,1,1,0,5
"2065",0,0,0,0,0,0,NA
"2066",0,0,0,0,0,0,NA
"2067",0,0,0,0,1,0,5
"2068",0,0,1,1,0,0,3
"2069",0,0,0,1,1,0,5
"2070",0,0,1,0,1,0,5
"2071",0,0,0,1,1,0,5
"2072",0,0,0,0,1,0,5
"2073",0,0,0,0,0,0,NA
"2074",0,0,0,1,1,1,4
"2075",0,0,0,0,1,0,5
"2076",0,0,0,1,1,1,5
"2077",0,0,1,1,0,0,4
"2078",0,0,1,1,0,0,4
"2079",0,0,0,0,1,0,5
"2080",0,0,0,1,0,0,4
"2081",0,0,0,1,0,0,4
"2082",0,0,0,0,0,0,NA
"2083",0,0,0,1,1,0,5
"2084",1,0,1,0,0,0,1
"2085",0,0,0,1,1,0,4
"2086",0,0,0,1,1,0,5
"2087",0,0,0,1,1,0,4
"2088",0,0,0,1,1,0,5
"2089",0,0,0,0,0,0,NA
"2090",0,0,0,1,1,0,4
"2091",0,0,1,1,0,0,4
"2092",0,0,0,1,1,0,5
"2093",0,0,0,1,0,0,4
"2094",0,0,1,1,0,0,3
"2095",0,0,0,1,1,1,5
"2096",0,0,0,0,0,0,NA
"2097",0,0,0,0,1,1,6
"2098",0,0,0,0,1,1,6
"2099",0,0,0,1,1,0,5
"2100",0,0,0,0,0,0,NA
"2101",0,0,0,1,1,0,5
"2102",0,0,0,1,0,0,4
"2103",0,0,0,0,0,0,NA
"2104",0,0,0,1,1,1,5
"2105",1,0,1,1,0,0,1
"2106",0,0,0,1,1,0,4
"2107",0,0,0,0,0,0,NA
"2108",0,0,0,1,1,0,4
"2109",0,0,0,0,0,1,6
"2110",0,0,0,0,1,0,5
"2111",0,0,0,1,1,1,4
"2112",0,0,0,1,1,0,4
"2113",0,0,0,0,0,0,NA
"2114",1,0,0,0,0,0,1
"2115",0,0,0,0,0,0,NA
"2116",0,0,0,0,0,0,NA
"2117",0,0,0,1,0,0,4
"2118",0,0,0,1,1,0,4
"2119",0,0,1,1,1,0,5
"2120",0,0,0,1,0,0,4
"2121",0,0,1,1,1,0,4
"2122",0,0,0,1,1,0,5
"2123",0,0,0,1,1,0,4
"2124",0,0,0,0,1,0,5
"2125",0,0,0,1,1,0,5
"2126",0,0,0,0,1,1,6
"2127",0,0,0,1,1,0,5
"2128",0,0,0,1,1,0,5
"2129",0,0,0,0,1,0,5
"2130",1,0,0,0,0,0,1
"2131",0,0,0,0,1,0,5
"2132",0,0,0,1,0,0,4
"2133",0,1,1,1,1,1,6
"2134",0,0,0,1,0,0,4
"2135",0,0,0,1,1,1,6
"2136",0,0,0,0,1,0,5
"2137",0,0,0,0,0,0,NA
"2138",0,0,0,0,0,0,NA
"2139",0,0,0,0,0,0,NA
"2140",0,0,0,1,1,0,4
"2141",0,0,0,1,0,0,4
"2142",0,0,0,1,1,1,5
"2143",0,0,0,1,1,0,5
"2144",0,0,0,1,0,1,4
"2145",0,0,0,0,0,0,NA
"2146",0,0,1,1,0,0,3
"2147",0,0,0,0,1,0,5
"2148",0,0,0,1,1,0,5
"2149",0,0,0,1,1,1,4
"2150",0,0,0,1,1,1,5
"2151",0,0,1,0,1,0,5
"2152",0,0,0,1,1,0,4
"2153",0,0,0,1,1,1,5
"2154",0,0,1,0,0,0,3
"2155",0,0,0,1,1,0,4
"2156",0,0,0,0,1,1,6
"2157",0,0,0,0,1,0,5
"2158",0,0,0,0,1,0,5
"2159",0,0,0,1,1,1,5
"2160",0,0,0,1,1,0,5
"2161",0,0,0,1,0,0,4
"2162",0,0,0,0,0,0,NA
"2163",0,0,0,0,1,1,6
"2164",0,0,0,0,0,0,NA
"2165",0,0,0,0,0,0,NA
"2166",0,0,0,1,1,0,4
"2167",0,0,0,0,1,0,5
"2168",0,0,1,0,0,0,3
"2169",0,0,0,0,1,1,5
"2170",0,0,0,0,0,0,NA
"2171",0,0,0,1,1,1,4
"2172",0,0,0,1,0,0,4
"2173",0,0,0,1,0,0,5
"2174",0,0,0,0,1,0,5
"2175",0,0,0,1,0,0,5
"2176",0,0,0,1,0,0,4
"2177",0,0,0,1,1,0,5
"2178",0,0,0,0,1,0,5
"2179",0,0,1,1,0,1,4
"2180",0,0,0,1,1,0,5
"2181",0,0,1,1,1,1,4
"2182",0,0,0,0,0,0,NA
"2183",0,0,0,0,1,0,5
"2184",0,0,0,1,1,0,4
"2185",0,0,0,0,1,1,6
"2186",0,0,0,1,1,1,5
"2187",0,0,0,0,0,1,6
"2188",0,0,1,1,0,0,4
"2189",0,0,0,0,0,0,NA
"2190",0,0,0,1,1,0,4
"2191",0,0,0,1,1,1,5
"2192",0,0,1,1,0,0,4
"2193",0,0,0,1,1,0,4
"2194",0,0,0,0,0,0,NA
"2195",0,0,0,1,1,1,5
"2196",0,0,0,1,1,1,4
"2197",0,0,0,0,0,0,NA
"2198",0,0,0,1,1,0,4
"2199",0,0,1,1,0,0,4
"2200",0,0,0,0,0,0,NA
"2201",0,0,0,1,1,0,5
"2202",0,0,1,0,0,0,3
"2203",0,0,0,1,1,0,4
"2204",0,0,0,0,0,0,NA
"2205",0,0,0,1,0,0,5
"2206",0,0,0,1,1,0,5
"2207",0,0,1,1,1,0,4
"2208",0,0,0,1,1,0,5
"2209",0,0,0,0,1,0,5
"2210",0,0,0,1,0,0,4
"2211",0,0,0,1,1,0,5
"2212",0,0,0,0,0,0,4
"2213",0,0,0,1,1,0,5
"2214",0,0,0,0,0,0,NA
"2215",0,0,0,0,0,1,6
"2216",0,0,0,1,1,0,5
"2217",0,0,0,0,0,0,NA
"2218",0,0,1,1,0,0,4
"2219",0,0,0,1,0,1,4
"2220",0,0,0,1,1,0,5
"2221",0,0,1,0,1,0,3
"2222",0,0,0,1,0,0,4
"2223",0,0,0,1,1,0,5
"2224",0,0,1,1,0,0,4
"2225",0,0,0,0,1,0,5
"2226",0,0,0,1,1,0,4
"2227",0,0,0,0,1,0,5
"2228",0,0,0,1,0,0,4
"2229",0,0,0,0,0,0,4
"2230",0,0,0,1,1,0,5
"2231",0,0,0,1,1,0,5
"2232",0,0,0,0,1,1,6
"2233",0,0,0,0,1,0,5
"2234",0,0,0,0,0,0,NA
"2235",0,0,0,0,0,0,NA
"2236",0,0,0,0,1,0,5
"2237",0,0,0,1,1,0,4
"2238",0,0,0,0,0,0,NA
"2239",0,0,0,0,1,1,5
"2240",0,1,1,1,0,0,5
"2241",0,0,0,0,1,0,5
"2242",0,0,0,1,1,0,4
"2243",0,0,0,1,0,0,4
"2244",0,0,0,1,0,0,4
"2245",0,0,0,0,0,0,NA
"2246",0,0,0,1,0,0,4
"2247",0,0,1,1,0,0,4
"2248",0,0,0,1,1,0,5
"2249",0,0,0,1,1,0,4
"2250",0,0,0,1,1,1,6
"2251",0,0,0,0,0,0,NA
"2252",0,0,0,0,1,0,5
"2253",0,1,0,0,0,0,5
"2254",0,0,0,0,1,0,5
"2255",0,0,0,1,1,1,4
"2256",0,0,0,0,0,0,NA
"2257",0,0,0,1,0,0,4
"2258",0,0,0,0,0,0,NA
"2259",0,0,0,1,0,0,4
"2260",0,0,1,0,0,0,3
"2261",0,0,0,0,1,0,5
"2262",0,0,0,0,1,1,5
"2263",0,0,0,1,1,1,4
"2264",0,0,1,1,0,0,4
"2265",0,0,0,0,1,1,5
"2266",0,0,0,0,1,0,5
"2267",0,0,0,1,1,0,4
"2268",0,0,0,0,0,0,NA
"2269",0,0,0,0,1,1,6
"2270",0,0,0,0,1,0,5
"2271",0,0,0,1,1,0,5
"2272",0,0,0,0,0,0,NA
"2273",0,0,0,1,1,0,4
"2274",0,0,0,1,1,0,5
"2275",0,0,0,0,0,1,6
"2276",0,0,0,1,1,0,4
"2277",0,0,0,1,1,1,5
"2278",0,0,0,1,1,0,5
"2279",0,0,0,1,1,0,4
"2280",0,0,0,1,1,0,6
"2281",0,0,0,1,1,0,5
"2282",0,0,0,1,1,0,4
"2283",0,0,0,1,0,0,4
"2284",0,0,0,1,0,1,4
"2285",0,0,0,1,1,0,4
"2286",0,0,0,0,1,0,5
"2287",0,0,1,1,0,0,3
"2288",0,0,0,1,0,0,4
"2289",0,0,0,1,1,0,4
"2290",0,0,0,1,1,1,5
"2291",0,0,0,0,1,0,5
"2292",0,0,0,1,1,1,5
"2293",0,0,0,0,0,0,NA
"2294",0,0,0,0,0,1,6
"2295",0,0,0,0,1,0,5
"2296",0,0,0,1,0,0,4
"2297",0,0,0,1,1,0,5
"2298",0,0,0,1,1,0,5
"2299",0,0,0,0,1,1,5
"2300",0,0,0,0,0,0,NA
"2301",0,0,0,1,1,0,5
"2302",0,0,0,0,1,0,5
"2303",0,0,0,1,0,0,4
"2304",0,0,0,0,1,1,6
"2305",0,0,0,1,0,0,4
"2306",0,0,0,0,0,0,NA
"2307",0,0,0,1,1,0,5
"2308",0,0,1,1,0,0,4
"2309",0,0,0,0,0,0,NA
"2310",0,0,0,0,0,0,NA
"2311",0,0,0,1,1,1,5
"2312",0,0,0,0,1,0,5
"2313",0,0,0,0,0,0,NA
"2314",0,0,0,1,1,1,5
"2315",0,0,1,0,0,0,3
"2316",0,0,0,1,1,0,5
"2317",0,0,0,0,1,0,5
"2318",0,0,0,0,0,1,6
"2319",0,0,0,0,1,0,5
"2320",0,0,1,1,0,0,4
"2321",0,0,0,0,1,0,5
"2322",1,0,0,0,0,0,1
"2323",0,0,0,1,1,0,5
"2324",0,0,1,1,1,0,5
"2325",0,0,0,1,1,0,5
"2326",0,0,1,1,1,0,5
"2327",0,0,0,0,1,0,5
"2328",0,0,0,0,1,0,5
"2329",0,0,0,0,1,0,5
"2330",0,0,0,0,1,1,5
"2331",0,0,0,1,0,0,4
"2332",0,0,0,0,1,0,5
"2333",1,0,0,0,0,0,1
