"","num_cpan_modules_handed_over","provided_bug_report_for_perl_interpreter","provided_code_to_fix_bug_perl_interpreter","provided_code_to_add_feature_to_perl_interpreter","provided_bug_report_for_CPAN_module","provided_code_to_fix_bug_CPAN_module","provided_code_to_add_feature_to_CPAN_module"
"1445",2,1,1,1,3,3,3
"1446",1,1,1,1,1,1,1
"1447",NA,NA,NA,NA,NA,NA,NA
"1448",1,1,1,1,1,1,1
"1449",1,1,1,1,1,1,1
"1450",1,1,1,1,1,1,1
"1451",2,3,3,1,3,4,4
"1452",2,4,4,2,4,4,4
"1453",1,1,1,1,1,1,1
"1454",NA,NA,NA,NA,NA,NA,NA
"1455",1,1,1,1,1,1,1
"1456",1,1,1,1,1,1,1
"1457",1,1,1,1,2,2,2
"1458",NA,NA,NA,NA,NA,NA,NA
"1459",1,1,1,1,2,2,1
"1460",1,1,1,1,1,1,1
"1461",2,2,1,1,3,3,3
"1462",1,1,1,1,1,1,1
"1463",1,1,1,1,2,2,1
"1464",1,1,1,1,2,2,2
"1465",1,1,1,1,1,1,1
"1466",1,2,1,1,3,3,3
"1467",1,1,1,1,1,1,1
"1468",1,3,NA,3,3,2,1
"1469",1,1,1,1,1,1,1
"1470",NA,NA,NA,NA,NA,NA,NA
"1471",1,1,1,1,2,1,1
"1472",1,1,1,1,4,3,3
"1473",1,1,1,1,4,4,3
"1474",1,1,1,1,1,1,2
"1475",1,1,1,1,1,1,1
"1476",1,1,1,1,3,2,1
"1477",1,1,1,1,1,1,1
"1478",NA,NA,NA,NA,NA,NA,NA
"1479",1,1,1,1,3,2,2
"1480",1,1,1,1,3,3,1
"1481",1,1,1,1,1,1,1
"1482",NA,NA,NA,NA,NA,NA,NA
"1483",1,1,1,1,1,1,1
"1484",1,1,1,1,1,1,1
"1485",NA,1,1,1,3,1,1
"1486",1,1,1,1,2,2,1
"1487",NA,NA,NA,NA,NA,NA,NA
"1488",1,3,NA,1,4,4,4
"1489",1,1,1,1,3,3,3
"1490",1,3,1,1,3,3,1
"1491",1,2,1,1,1,1,1
"1492",1,1,1,1,1,1,1
"1493",1,1,1,1,3,3,3
"1494",NA,NA,NA,NA,NA,NA,NA
"1495",1,1,1,1,3,2,1
"1496",1,1,1,1,3,1,2
"1497",NA,NA,NA,NA,NA,NA,NA
"1498",NA,NA,NA,NA,NA,NA,NA
"1499",1,1,1,1,3,3,3
"1500",NA,NA,NA,NA,NA,NA,NA
"1501",1,1,1,1,1,1,1
"1502",1,1,1,1,3,3,1
"1503",NA,NA,NA,NA,NA,NA,NA
"1504",NA,NA,NA,NA,NA,NA,NA
"1505",1,1,1,1,1,1,1
"1506",1,1,1,1,1,1,1
"1507",NA,NA,NA,NA,NA,NA,NA
"1508",1,1,1,1,3,3,3
"1509",1,1,1,1,1,1,1
"1510",1,1,1,1,1,1,1
"1511",1,1,1,1,3,1,1
"1512",1,1,1,1,2,1,1
"1513",NA,NA,NA,NA,NA,NA,NA
"1514",1,1,1,1,1,1,2
"1515",1,1,1,1,1,1,1
"1516",1,1,NA,1,3,1,NA
"1517",1,2,1,1,4,3,3
"1518",NA,NA,NA,NA,NA,NA,NA
"1519",1,1,1,1,1,1,1
"1520",1,2,1,1,3,3,3
"1521",1,1,1,1,1,1,1
"1522",NA,NA,NA,NA,NA,NA,NA
"1523",1,1,1,1,3,3,3
"1524",NA,NA,NA,NA,NA,NA,NA
"1525",1,2,1,1,2,2,1
"1526",1,1,1,1,3,1,4
"1527",1,1,1,1,2,1,1
"1528",NA,NA,NA,NA,NA,NA,NA
"1529",1,1,1,1,3,3,1
"1530",1,1,1,1,1,1,1
"1531",NA,NA,NA,NA,NA,NA,NA
"1532",1,1,1,1,1,1,NA
"1533",1,1,1,1,1,1,1
"1534",1,1,1,1,1,1,1
"1535",NA,NA,NA,NA,NA,NA,NA
"1536",NA,NA,NA,NA,NA,NA,NA
"1537",NA,NA,NA,NA,NA,NA,NA
"1538",1,1,1,1,3,1,1
"1539",1,1,1,1,3,2,1
"1540",NA,NA,NA,NA,NA,NA,NA
"1541",1,1,1,1,3,2,1
"1542",1,1,1,1,1,1,1
"1543",1,1,1,1,4,4,3
"1544",2,1,1,4,NA,2,3
"1545",1,1,1,1,3,3,2
"1546",1,1,1,1,1,1,1
"1547",1,1,1,1,1,1,1
"1548",1,1,1,1,3,3,3
"1549",NA,NA,NA,NA,NA,NA,NA
"1550",1,3,1,1,3,1,1
"1551",1,1,1,1,1,1,1
"1552",1,1,1,1,1,1,1
"1553",1,1,1,1,1,1,1
"1554",NA,1,1,1,1,1,1
"1555",1,1,1,1,1,1,1
"1556",1,1,1,1,1,1,1
"1557",1,1,1,1,1,1,1
"1558",1,1,1,1,3,2,1
"1559",1,1,1,1,2,2,2
"1560",1,1,1,1,3,3,3
"1561",2,1,1,1,4,3,3
"1562",1,2,2,1,4,4,3
"1563",1,1,1,1,3,1,1
"1564",NA,NA,NA,NA,NA,NA,NA
"1565",1,1,1,1,3,2,2
"1566",NA,NA,NA,NA,NA,NA,NA
"1567",1,1,1,1,1,1,1
"1568",NA,NA,NA,NA,NA,NA,NA
"1569",1,1,1,1,1,1,1
"1570",1,1,1,1,1,1,1
"1571",1,1,1,1,3,1,1
"1572",1,1,1,1,1,1,1
"1573",1,1,1,1,1,1,1
"1574",NA,NA,NA,NA,NA,NA,NA
"1575",1,1,1,1,3,3,1
"1576",1,1,1,1,1,1,1
"1577",1,1,1,1,1,1,1
"1578",1,1,1,1,3,3,3
"1579",1,1,1,1,1,1,1
"1580",1,1,1,1,1,1,1
"1581",NA,NA,NA,NA,NA,NA,NA
"1582",1,1,1,1,1,1,1
"1583",NA,NA,NA,NA,NA,NA,NA
"1584",1,1,1,1,4,4,4
"1585",1,1,1,1,1,1,1
"1586",1,1,1,1,3,1,1
"1587",1,1,1,1,1,1,1
"1588",1,1,1,NA,1,1,1
"1589",1,1,1,1,1,1,1
"1590",NA,NA,NA,NA,NA,NA,NA
"1591",1,1,1,1,3,1,1
"1592",2,2,1,1,3,1,3
"1593",1,1,1,1,1,1,1
"1594",1,1,1,1,1,1,1
"1595",NA,NA,NA,NA,NA,NA,NA
"1596",1,1,1,1,1,1,1
"1597",1,1,1,1,2,1,1
"1598",1,1,1,1,1,1,1
"1599",1,1,1,1,1,1,1
"1600",1,1,1,1,1,1,1
"1601",1,1,1,1,1,1,1
"1602",NA,NA,NA,NA,NA,NA,NA
"1603",1,1,1,1,1,1,1
"1604",1,2,1,1,1,1,1
"1605",NA,NA,NA,NA,NA,NA,NA
"1606",1,1,1,1,3,1,1
"1607",NA,NA,NA,NA,NA,NA,NA
"1608",1,1,1,NA,2,2,1
"1609",1,1,1,1,3,3,3
"1610",1,1,1,1,1,1,1
"1611",1,1,1,1,1,1,1
"1612",1,3,2,2,3,3,3
"1613",1,2,1,1,3,1,1
"1614",1,2,1,1,2,3,1
"1615",1,1,1,1,2,2,1
"1616",NA,NA,NA,NA,NA,NA,NA
"1617",1,1,1,1,1,1,1
"1618",1,1,1,1,1,1,1
"1619",1,1,1,1,2,1,2
"1620",1,1,1,1,3,2,1
"1621",1,3,3,3,4,3,4
"1622",NA,NA,NA,NA,NA,NA,NA
"1623",1,1,1,1,2,1,1
"1624",NA,NA,NA,NA,NA,NA,NA
"1625",1,1,1,1,3,3,3
"1626",1,1,1,1,1,1,1
"1627",1,1,1,1,1,1,1
"1628",NA,NA,NA,NA,NA,NA,NA
"1629",1,1,1,1,1,1,1
"1630",1,1,1,1,3,3,3
"1631",1,1,1,1,1,1,1
"1632",1,3,2,1,4,4,3
"1633",1,1,1,1,1,1,1
"1634",1,1,1,1,1,1,1
"1635",1,1,1,1,3,2,1
"1636",1,1,1,1,1,1,1
"1637",NA,NA,NA,NA,NA,NA,NA
"1638",NA,NA,NA,NA,NA,NA,NA
"1639",1,1,1,1,3,1,3
"1640",1,1,1,1,1,3,3
"1641",1,1,1,1,3,1,1
"1642",1,1,1,1,1,1,1
"1643",1,1,1,1,2,2,1
"1644",1,1,1,1,4,4,4
"1645",1,1,1,1,NA,1,1
"1646",2,1,1,1,NA,3,2
"1647",1,1,1,1,1,1,1
"1648",NA,NA,NA,NA,NA,NA,NA
"1649",1,1,1,1,3,2,1
"1650",2,1,1,1,3,3,3
"1651",2,3,1,2,3,3,1
"1652",NA,NA,NA,NA,NA,NA,NA
"1653",1,1,1,1,1,1,1
"1654",2,1,1,1,3,3,3
"1655",NA,NA,NA,NA,NA,NA,NA
"1656",1,1,1,1,1,1,1
"1657",1,1,1,1,1,1,1
"1658",1,1,1,1,1,1,1
"1659",1,1,1,1,3,2,1
"1660",NA,NA,NA,NA,NA,NA,NA
"1661",1,1,1,1,1,1,1
"1662",1,3,1,1,3,3,3
"1663",1,1,1,1,3,3,3
"1664",1,1,1,1,1,1,1
"1665",1,1,1,1,1,1,1
"1666",1,1,1,1,3,2,1
"1667",1,1,1,1,3,2,3
"1668",1,1,1,3,2,1,2
"1669",2,1,1,1,1,1,1
"1670",1,1,1,1,3,2,1
"1671",1,1,1,1,2,1,1
"1672",1,1,1,1,1,1,1
"1673",1,1,1,1,1,1,1
"1674",1,1,1,1,4,3,3
"1675",NA,NA,NA,NA,NA,NA,NA
"1676",4,4,4,4,4,4,4
"1677",1,1,1,1,1,1,2
"1678",1,1,1,1,3,3,1
"1679",NA,NA,NA,NA,NA,NA,NA
"1680",NA,NA,NA,NA,NA,NA,NA
"1681",1,1,1,1,1,1,1
"1682",1,1,1,1,3,3,2
"1683",1,1,1,1,2,2,2
"1684",NA,NA,NA,NA,NA,NA,NA
"1685",1,1,1,1,1,1,1
"1686",NA,NA,NA,NA,NA,NA,NA
"1687",NA,NA,NA,NA,NA,NA,NA
"1688",NA,NA,NA,NA,NA,NA,NA
"1689",1,1,1,1,2,1,1
"1690",1,1,1,1,1,3,2
"1691",1,1,1,1,1,1,1
"1692",NA,NA,NA,NA,NA,NA,NA
"1693",1,2,1,1,4,3,3
"1694",1,1,1,1,1,1,1
"1695",NA,NA,NA,NA,NA,NA,NA
"1696",NA,NA,NA,NA,NA,NA,NA
"1697",NA,NA,NA,NA,NA,NA,NA
"1698",1,1,1,1,1,1,1
"1699",1,1,1,1,2,2,1
"1700",1,1,1,1,1,1,1
"1701",1,1,1,1,2,2,2
"1702",1,3,3,3,4,3,3
"1703",NA,NA,NA,NA,NA,NA,NA
"1704",1,1,1,1,1,1,1
"1705",1,1,1,1,4,4,3
"1706",1,1,1,1,3,3,1
"1707",NA,NA,NA,NA,NA,NA,NA
"1708",1,NA,NA,NA,NA,NA,NA
"1709",1,1,1,1,1,1,1
"1710",1,1,1,1,1,1,1
"1711",1,1,1,1,1,1,1
"1712",2,1,1,1,1,1,1
"1713",1,1,1,1,1,1,1
"1714",1,1,1,1,2,2,1
"1715",1,1,1,1,1,1,1
"1716",NA,NA,NA,NA,NA,NA,NA
"1717",1,1,1,1,3,1,2
"1718",1,1,1,1,1,1,1
"1719",1,3,1,1,3,3,1
"1720",1,2,2,1,3,2,1
"1721",1,1,1,1,3,3,3
"1722",1,1,1,1,1,1,1
"1723",2,1,1,1,1,1,1
"1724",1,1,1,1,1,1,1
"1725",1,1,1,1,2,1,1
"1726",NA,1,1,1,1,1,1
"1727",NA,NA,NA,NA,NA,NA,NA
"1728",1,1,1,1,1,1,1
"1729",1,1,1,1,3,1,1
"1730",1,1,1,1,1,1,1
"1731",NA,NA,NA,NA,NA,NA,NA
"1732",1,1,1,1,1,1,1
"1733",1,1,1,1,1,1,1
"1734",1,2,1,1,3,3,3
"1735",NA,NA,NA,NA,NA,NA,NA
"1736",1,1,1,1,3,1,1
"1737",1,1,1,1,1,1,1
"1738",1,1,1,1,1,1,1
"1739",NA,NA,NA,NA,NA,NA,NA
"1740",NA,NA,NA,NA,NA,NA,NA
"1741",NA,NA,NA,NA,NA,NA,NA
"1742",1,1,1,1,3,3,1
"1743",NA,NA,NA,NA,NA,NA,NA
"1744",NA,NA,NA,NA,NA,NA,NA
"1745",1,1,1,1,2,1,1
"1746",1,1,1,1,1,1,1
"1747",NA,NA,NA,NA,NA,NA,NA
"1748",1,2,1,1,4,3,3
"1749",1,1,1,1,1,3,1
"1750",1,1,1,1,1,1,1
"1751",NA,NA,NA,NA,NA,NA,NA
"1752",1,1,1,1,1,1,1
"1753",1,1,1,1,1,1,1
"1754",1,1,1,1,1,1,1
"1755",NA,NA,NA,NA,NA,NA,NA
"1756",1,1,1,1,1,1,1
"1757",1,1,1,1,1,1,1
"1758",1,1,1,1,1,1,1
"1759",1,2,1,1,3,3,3
"1760",1,3,1,1,3,3,1
"1761",NA,NA,NA,NA,NA,NA,NA
"1762",NA,NA,NA,NA,NA,NA,NA
"1763",NA,NA,NA,NA,NA,NA,NA
"1764",NA,NA,NA,NA,NA,NA,NA
"1765",NA,NA,NA,NA,NA,NA,NA
"1766",1,2,1,1,3,2,2
"1767",1,1,1,1,3,3,2
"1768",1,1,1,1,3,3,3
"1769",NA,NA,NA,NA,NA,NA,NA
"1770",1,1,1,1,1,1,1
"1771",1,1,1,1,1,1,1
"1772",1,1,1,1,1,1,1
"1773",1,1,1,1,1,1,1
"1774",2,3,1,1,3,3,3
"1775",1,1,1,1,1,1,1
"1776",1,1,1,1,1,1,1
"1777",NA,NA,NA,NA,NA,NA,NA
"1778",1,1,1,1,1,1,1
"1779",1,1,1,1,2,2,1
"1780",2,1,1,NA,3,3,2
"1781",1,1,1,1,1,1,1
"1782",NA,NA,NA,NA,NA,NA,NA
"1783",1,1,1,1,1,1,1
"1784",1,1,1,1,3,3,3
"1785",1,NA,NA,NA,NA,NA,NA
"1786",2,2,2,3,1,4,4
"1787",1,1,1,1,1,1,1
"1788",1,1,1,1,3,2,2
"1789",2,3,1,1,4,4,3
"1790",2,1,1,1,1,1,1
"1791",2,1,1,1,1,1,1
"1792",1,1,1,1,1,1,1
"1793",2,1,1,1,1,1,1
"1794",1,3,1,1,3,3,2
"1795",1,1,1,1,2,1,1
"1796",1,1,1,1,2,2,1
"1797",1,1,1,1,3,3,1
"1798",NA,NA,NA,NA,NA,NA,NA
"1799",1,1,1,1,1,1,1
"1800",NA,NA,NA,NA,NA,NA,NA
"1801",1,2,2,1,3,3,1
"1802",1,1,1,1,3,3,2
"1803",1,1,1,1,1,1,1
"1804",1,2,1,1,2,2,2
"1805",1,1,1,1,3,3,3
"1806",NA,NA,NA,NA,NA,NA,NA
"1807",NA,NA,NA,NA,NA,NA,NA
"1808",NA,NA,NA,NA,NA,NA,NA
"1809",1,1,1,1,1,1,1
"1810",1,1,1,1,1,1,1
"1811",2,1,1,1,3,3,1
"1812",NA,NA,NA,NA,NA,NA,NA
"1813",NA,NA,NA,NA,NA,NA,NA
"1814",1,1,1,1,3,3,3
"1815",NA,NA,NA,NA,NA,NA,NA
"1816",1,1,1,1,1,1,1
"1817",3,2,1,1,4,3,3
"1818",1,1,1,1,1,1,1
"1819",1,1,1,1,3,3,3
"1820",NA,NA,NA,NA,NA,NA,NA
"1821",1,1,1,1,1,1,1
"1822",NA,NA,NA,NA,NA,NA,NA
"1823",1,1,1,1,1,1,1
"1824",2,2,2,1,4,3,2
"1825",1,2,2,2,3,2,2
"1826",1,1,1,1,4,3,3
"1827",2,1,1,1,1,2,1
"1828",1,1,1,1,3,3,1
"1829",NA,NA,NA,NA,NA,NA,NA
"1830",NA,NA,NA,NA,NA,NA,NA
"1831",NA,NA,NA,NA,NA,NA,NA
"1832",1,1,1,1,3,3,1
"1833",1,1,1,1,1,1,1
"1834",NA,NA,NA,NA,NA,NA,NA
"1835",NA,NA,NA,NA,NA,NA,NA
"1836",1,1,1,1,1,1,1
"1837",NA,NA,NA,NA,NA,NA,NA
"1838",NA,NA,NA,NA,NA,NA,NA
"1839",1,1,1,1,3,1,1
"1840",1,1,1,1,1,1,1
"1841",2,2,1,1,3,3,3
"1842",1,1,3,NA,3,3,3
"1843",1,1,1,1,1,1,1
"1844",1,1,1,1,3,1,1
"1845",1,3,1,1,3,3,3
"1846",NA,NA,NA,NA,NA,NA,NA
"1847",1,1,1,1,1,1,1
"1848",1,1,1,1,3,3,3
"1849",1,1,1,1,1,1,1
"1850",NA,NA,NA,NA,NA,NA,NA
"1851",1,1,1,1,1,1,1
"1852",1,1,1,1,3,2,1
"1853",1,1,1,1,1,1,1
"1854",1,1,1,1,2,2,2
"1855",1,1,1,1,1,1,1
"1856",NA,NA,NA,NA,NA,NA,NA
"1857",1,1,1,1,1,1,1
"1858",NA,1,1,1,1,1,1
"1859",1,1,1,1,3,3,3
"1860",1,1,1,1,2,2,1
"1861",1,1,1,1,1,1,1
"1862",1,1,1,1,1,1,1
"1863",1,3,3,3,4,3,3
"1864",1,1,1,1,3,3,3
"1865",2,3,1,1,3,3,3
"1866",1,1,1,1,1,1,1
"1867",2,1,1,1,1,1,1
"1868",1,2,1,1,3,3,1
"1869",1,1,1,1,2,2,1
"1870",1,2,2,1,1,1,1
"1871",NA,NA,NA,NA,NA,NA,NA
"1872",1,1,1,1,1,1,1
"1873",NA,NA,NA,NA,NA,NA,NA
"1874",1,1,1,1,1,1,1
"1875",1,1,1,1,3,3,1
"1876",1,1,1,1,2,2,1
"1877",1,1,1,1,1,1,1
"1878",2,1,1,1,3,3,1
"1879",2,1,1,1,3,3,1
"1880",2,3,1,1,4,3,3
"1881",NA,NA,NA,NA,NA,NA,NA
"1882",NA,NA,NA,NA,NA,NA,NA
"1883",1,1,1,1,1,1,1
"1884",1,NA,NA,NA,NA,NA,NA
"1885",2,2,2,1,3,3,3
"1886",1,1,1,1,2,1,1
"1887",1,1,1,1,2,1,1
"1888",1,1,1,1,3,1,1
"1889",1,NA,NA,NA,NA,NA,NA
"1890",NA,NA,NA,NA,NA,NA,NA
"1891",1,1,1,1,1,1,1
"1892",1,1,1,1,3,3,1
"1893",1,1,1,1,1,1,1
"1894",2,1,1,1,2,3,1
"1895",1,1,1,1,1,1,1
"1896",1,1,1,1,3,3,3
"1897",1,3,3,1,3,3,3
"1898",1,1,1,1,1,1,1
"1899",NA,NA,NA,NA,NA,NA,NA
"1900",1,1,1,1,1,1,1
"1901",1,1,1,1,1,1,1
"1902",1,1,1,1,2,NA,NA
"1903",2,1,1,1,3,3,3
"1904",2,1,1,1,3,3,3
"1905",1,1,1,1,1,1,1
"1906",1,1,1,1,1,1,1
"1907",NA,NA,NA,NA,NA,NA,NA
"1908",1,1,1,1,1,1,1
"1909",NA,NA,NA,NA,NA,NA,NA
"1910",1,1,1,1,2,1,1
"1911",1,1,1,1,2,1,1
"1912",1,1,1,1,3,3,3
"1913",3,1,1,1,1,1,1
"1914",2,1,1,1,3,1,1
"1915",1,1,1,1,1,1,1
"1916",NA,NA,NA,NA,NA,NA,NA
"1917",NA,NA,NA,NA,NA,NA,NA
"1918",NA,NA,NA,NA,NA,NA,NA
"1919",NA,NA,NA,NA,NA,NA,NA
"1920",NA,NA,NA,NA,NA,NA,NA
"1921",NA,NA,NA,NA,NA,NA,NA
"1922",1,1,1,1,3,3,1
"1923",1,1,1,1,3,2,1
"1924",1,3,2,1,1,1,1
"1925",NA,NA,NA,NA,NA,NA,NA
"1926",NA,NA,NA,NA,NA,NA,NA
"1927",1,1,1,1,1,1,1
"1928",NA,NA,NA,NA,NA,NA,NA
"1929",1,1,1,1,2,2,1
"1930",1,2,1,1,3,3,3
"1931",NA,1,1,1,1,1,1
"1932",NA,NA,NA,NA,NA,NA,NA
"1933",1,1,1,1,1,1,1
"1934",1,3,NA,1,4,3,3
"1935",1,1,1,1,3,1,1
"1936",1,1,1,1,4,3,3
"1937",2,1,1,1,3,3,3
"1938",1,1,1,1,1,1,1
"1939",1,1,1,1,3,3,1
"1940",NA,NA,NA,NA,NA,NA,NA
"1941",1,3,1,1,3,3,3
"1942",1,1,1,1,3,2,2
"1943",1,1,1,1,1,2,2
"1944",1,1,1,1,3,1,1
"1945",NA,NA,NA,NA,NA,NA,NA
"1946",1,1,1,1,3,3,1
"1947",NA,NA,NA,NA,NA,NA,NA
"1948",1,1,1,1,3,3,3
"1949",1,1,1,1,3,3,3
"1950",1,1,1,1,1,1,1
"1951",1,1,1,1,2,1,1
"1952",1,1,1,1,1,1,1
"1953",1,1,1,1,3,1,1
"1954",1,1,1,1,1,1,1
"1955",1,1,1,1,3,1,1
"1956",1,2,2,1,3,3,4
"1957",1,1,1,1,1,1,1
"1958",1,1,1,1,1,1,1
"1959",1,1,1,1,1,1,1
"1960",NA,NA,NA,NA,NA,NA,NA
"1961",2,1,1,1,1,1,1
"1962",1,3,1,1,3,3,3
"1963",1,1,1,1,2,1,2
"1964",NA,NA,NA,NA,NA,NA,NA
"1965",1,1,1,1,3,1,1
"1966",1,1,1,1,3,3,2
"1967",NA,NA,NA,NA,NA,NA,NA
"1968",NA,NA,NA,NA,NA,NA,NA
"1969",2,2,2,1,3,4,4
"1970",NA,NA,NA,NA,NA,NA,NA
"1971",1,1,1,1,1,1,1
"1972",1,1,1,1,3,3,3
"1973",1,1,1,1,3,3,3
"1974",1,1,1,1,3,1,1
"1975",1,1,1,1,3,3,3
"1976",1,1,1,1,3,3,3
"1977",NA,NA,NA,NA,NA,NA,NA
"1978",1,1,1,1,1,1,1
"1979",1,1,1,1,3,3,3
"1980",NA,NA,NA,NA,NA,NA,NA
"1981",1,1,1,1,3,3,1
"1982",1,2,1,1,1,3,3
"1983",2,3,3,3,3,3,3
"1984",NA,NA,NA,NA,NA,NA,NA
"1985",1,1,1,1,1,1,1
"1986",1,4,4,3,4,4,3
"1987",1,1,1,1,1,1,1
"1988",1,1,1,1,1,1,1
"1989",1,1,1,1,1,1,1
"1990",1,1,1,1,1,1,1
"1991",1,1,1,1,1,1,1
"1992",1,NA,NA,NA,NA,NA,NA
"1993",1,1,1,1,1,1,1
"1994",1,1,1,1,1,1,NA
"1995",1,2,1,1,2,2,2
"1996",1,1,1,1,1,1,1
"1997",1,1,1,1,1,1,1
"1998",NA,NA,NA,NA,NA,NA,NA
"1999",1,1,1,1,1,1,1
"2000",1,NA,NA,NA,NA,NA,NA
"2001",3,1,1,1,3,4,4
"2002",1,1,1,1,1,1,1
"2003",1,1,1,1,1,1,1
"2004",NA,NA,NA,NA,NA,NA,NA
"2005",NA,2,1,1,3,3,2
"2006",1,1,1,1,2,2,2
"2007",NA,NA,NA,NA,NA,NA,NA
"2008",NA,NA,NA,NA,NA,NA,NA
"2009",NA,NA,NA,NA,NA,NA,NA
"2010",1,1,1,1,1,1,1
"2011",NA,NA,NA,NA,NA,NA,NA
"2012",1,1,1,1,1,1,1
"2013",NA,NA,NA,NA,NA,NA,NA
"2014",1,1,1,1,1,1,1
"2015",1,1,1,1,1,1,1
"2016",1,1,1,1,1,1,1
"2017",1,1,1,1,1,1,1
"2018",1,1,1,1,1,1,1
"2019",1,1,1,1,1,1,1
"2020",1,1,1,1,1,1,1
"2021",NA,NA,NA,NA,NA,NA,NA
"2022",1,1,1,1,3,3,2
"2023",1,1,1,1,3,3,3
"2024",1,1,1,1,1,1,1
"2025",NA,1,1,1,1,1,1
"2026",2,1,1,1,1,1,1
"2027",NA,NA,NA,NA,NA,NA,NA
"2028",1,1,1,1,1,1,1
"2029",1,NA,NA,NA,NA,NA,NA
"2030",NA,NA,NA,NA,NA,NA,NA
"2031",1,1,1,1,3,3,1
"2032",NA,NA,NA,NA,NA,NA,NA
"2033",4,1,1,1,4,4,4
"2034",1,1,1,1,1,1,1
"2035",NA,NA,NA,NA,NA,NA,NA
"2036",1,1,1,1,1,1,1
"2037",1,1,1,1,1,1,1
"2038",NA,NA,NA,NA,NA,NA,NA
"2039",1,1,1,1,1,1,1
"2040",1,1,1,1,1,1,1
"2041",1,1,1,1,1,1,1
"2042",1,1,1,1,2,1,1
"2043",1,1,1,1,2,1,1
"2044",1,1,1,1,3,2,1
"2045",1,3,4,4,4,4,4
"2046",1,1,1,1,3,2,2
"2047",NA,NA,NA,NA,NA,NA,NA
"2048",NA,NA,NA,NA,NA,NA,NA
"2049",1,1,1,1,3,2,1
"2050",NA,NA,NA,NA,NA,NA,NA
"2051",1,1,1,1,3,2,1
"2052",NA,NA,NA,NA,NA,NA,NA
"2053",1,1,1,1,1,1,1
"2054",1,2,1,1,3,1,1
"2055",1,1,1,1,3,3,1
"2056",1,1,1,1,1,1,1
"2057",1,1,1,1,1,1,1
"2058",1,1,1,1,1,1,1
"2059",1,1,1,1,3,3,3
"2060",1,1,1,1,1,1,1
"2061",NA,NA,NA,NA,NA,NA,NA
"2062",1,3,4,3,3,3,1
"2063",NA,NA,NA,NA,NA,NA,NA
"2064",1,1,1,1,1,1,1
"2065",NA,NA,NA,NA,NA,NA,NA
"2066",NA,NA,NA,NA,NA,NA,NA
"2067",2,1,1,3,2,1,1
"2068",1,1,1,1,1,1,1
"2069",1,1,1,1,1,1,1
"2070",1,1,1,1,1,1,1
"2071",1,1,1,1,1,1,1
"2072",1,1,1,1,3,2,3
"2073",NA,NA,NA,NA,NA,NA,NA
"2074",1,1,1,1,3,3,3
"2075",1,1,1,1,1,1,1
"2076",1,1,1,1,1,1,1
"2077",NA,NA,NA,NA,NA,NA,NA
"2078",1,1,1,1,2,NA,2
"2079",2,2,2,1,3,3,2
"2080",1,1,1,1,1,1,1
"2081",1,1,1,1,1,1,1
"2082",NA,NA,NA,NA,NA,NA,NA
"2083",1,1,1,1,2,2,1
"2084",2,2,1,1,1,1,1
"2085",1,1,1,1,1,1,1
"2086",2,4,3,2,4,3,1
"2087",1,1,1,1,3,3,3
"2088",1,3,3,1,4,4,4
"2089",NA,NA,NA,NA,NA,NA,NA
"2090",1,1,1,1,3,2,1
"2091",1,1,1,1,2,2,1
"2092",1,1,1,1,1,1,1
"2093",1,1,1,1,1,1,1
"2094",1,1,1,1,1,1,1
"2095",1,1,1,1,3,3,3
"2096",NA,NA,NA,NA,NA,NA,NA
"2097",1,1,1,1,1,1,1
"2098",1,1,1,1,3,3,3
"2099",1,1,1,1,3,3,3
"2100",NA,NA,NA,NA,NA,NA,NA
"2101",1,2,1,1,3,3,3
"2102",2,1,1,1,1,1,1
"2103",NA,NA,NA,NA,NA,NA,NA
"2104",NA,NA,NA,NA,NA,NA,NA
"2105",1,1,1,1,1,1,1
"2106",1,1,1,1,4,4,3
"2107",NA,NA,NA,NA,NA,NA,NA
"2108",1,1,1,1,2,2,1
"2109",1,1,1,1,1,1,1
"2110",1,2,2,1,3,3,3
"2111",1,1,1,1,3,3,3
"2112",1,1,1,1,1,1,1
"2113",NA,NA,NA,NA,NA,NA,NA
"2114",NA,NA,NA,NA,NA,NA,NA
"2115",NA,NA,NA,NA,NA,NA,NA
"2116",NA,NA,NA,NA,NA,NA,NA
"2117",1,1,1,1,1,1,1
"2118",1,1,1,1,3,3,2
"2119",1,1,1,1,3,1,1
"2120",1,1,1,1,2,1,1
"2121",1,1,1,1,2,2,2
"2122",1,1,1,1,3,3,3
"2123",1,1,1,1,2,2,1
"2124",1,1,1,1,1,1,1
"2125",2,1,1,1,2,3,3
"2126",3,3,3,1,4,4,3
"2127",1,1,1,1,4,4,3
"2128",1,1,1,1,1,1,1
"2129",1,1,1,1,1,1,1
"2130",1,1,1,1,1,1,NA
"2131",1,1,1,1,1,1,1
"2132",1,1,1,1,1,1,1
"2133",1,1,1,1,1,1,1
"2134",1,1,1,1,1,1,1
"2135",1,2,1,1,3,3,1
"2136",1,1,1,1,1,1,1
"2137",NA,NA,NA,NA,NA,NA,NA
"2138",NA,NA,NA,NA,NA,NA,NA
"2139",NA,NA,NA,NA,NA,NA,NA
"2140",1,1,1,1,3,1,1
"2141",1,1,1,1,2,2,1
"2142",1,3,3,1,4,4,4
"2143",1,1,1,1,1,3,3
"2144",1,3,1,1,3,3,2
"2145",NA,NA,NA,NA,NA,NA,NA
